Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    2112/3246        wxScopedCharTypeBuffer<wchar_t>::wxScopedCharTypeBuffer(wxScopedCharTypeBuffer<wchar_t> const&) [26]
[17]     0.0    0.00    0.00    3246         wxScopedCharTypeBuffer<wchar_t>::IncRef() [17]
                0.00    0.00    3246/15212       wxScopedCharTypeBuffer<wchar_t>::GetNullData() [8]
-----------------------------------------------
                0.00    0.00       1/3084        wxTextCtrl::MSWCreateText(wxString const&, wxPoint const&, wxSize const&) [3593]
                0.00    0.00       1/3084        wxFontMapper::wxFontMapper() [5082]
                0.00    0.00       1/3084        operator+(wxString const&, wchar_t const*) [24920]
                0.00    0.00       1/3084        operator+(char const*, wxString const&) [24913]
                0.00    0.00       1/3084        wxGetANSICodePageForLocale(unsigned long) [2727]
                0.00    0.00       1/3084        wxLanguageInfo::GetLocaleName() const [17632]
                0.00    0.00       1/3084        wxLocale::Init(int, int) [14650]
                0.00    0.00       1/3084        SetTraceMasks() [2567]
                0.00    0.00       1/3084        wxTranslations::wxTranslations() [6863]
                0.00    0.00       1/3084        wxCmdLineParser::ConvertStringToArgs(wxString const&, wxCmdLineSplitType) [7053]
                0.00    0.00       1/3084        wxFFile::wxFFile(wxString const&, wxString const&) [12114]
                0.00    0.00       1/3084        wxFontMapperBase::wxFontMapperBase() [7878]
                0.00    0.00       1/3084        wxMimeTypesManagerImpl::GetFileTypeFromMimeType(wxString const&) [10627]
                0.00    0.00       1/3084        wxTextAreaBase::wxTextAreaBase() [233]
                0.00    0.00       1/3084        wxPNGResourceHandler::wxPNGResourceHandler() [9995]
                0.00    0.00       2/3084        wxGenericDirCtrl::Create(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [7911]
                0.00    0.00       2/3084        wxGenericDirCtrl::SetFilterIndex(int) [7904]
                0.00    0.00       2/3084        wxXPMDecoder::ReadData(char const* const*) [5633]
                0.00    0.00       2/3084        wxLanguageInfo::wxLanguageInfo() [6513]
                0.00    0.00       2/3084        wxLocale::wxLocale() [255]
                0.00    0.00       3/3084        (anonymous namespace)::GetSearchPrefixes() [4514]
                0.00    0.00       3/3084        (anonymous namespace)::GetFullSearchPath(wxString const&) [4511]
                0.00    0.00       3/3084        wxFileTranslationsLoader::LoadCatalog(wxString const&, wxString const&) [10924]
                0.00    0.00       3/3084        wxSplit(wxString const&, wchar_t, wchar_t) [2335]
                0.00    0.00       3/3084        wxFindFileInPath(wxString*, wxString const&, wxString const&) [1857]
                0.00    0.00       3/3084        wxParseCommonDialogsFilter(wxString const&, wxArrayString&, wxArrayString&) [2091]
                0.00    0.00       3/3084        wxGenericDirCtrl::wxGenericDirCtrl(wxWindow*, int, wxString const&, wxPoint const&, wxSize const&, long, wxString const&, int, wxString const&) [241]
                0.00    0.00       4/3084        wxImage::SetOption(wxString const&, int) [12209]
                0.00    0.00       4/3084        wxPrintfConvSpec<wchar_t>::Process(wchar_t*, unsigned int, wxPrintfArg*, unsigned int) [8068]
                0.00    0.00       5/3084        wxAppConsoleBase::wxAppConsoleBase() [7642]
                0.00    0.00       6/3084        EntangleDialog::EntangleDialog(wxWindow*, int) [230]
                0.00    0.00       6/3084        (anonymous namespace)::GetMsgCatalogSubdirs(wxString const&, wxString const&) [4585]
                0.00    0.00       6/3084        wxDynamicLibrary::Load(wxString const&, int) [7785]
                0.00    0.00       6/3084        wxMessageDialogBase::wxMessageDialogBase(wxWindow*, wxString const&, wxString const&, long) [9419]
                0.00    0.00       8/3084        wxString::FromDouble(double, int) [14837]
                0.00    0.00       8/3084        wxLocale::GetInfo(wxLocaleInfo, wxLocaleCategory) [14652]
                0.00    0.00       8/3084        wxTextAttr::wxTextAttr() [220]
                0.00    0.00       9/3084        (anonymous namespace)::wxGetVolumeString(wxString const&, wxPathFormat) [4753]
                0.00    0.00       9/3084        wxFileName::GetPath(int, wxPathFormat) const [16139]
                0.00    0.00       9/3084        wxFileName::wxFileName(wxString const&, wxPathFormat) [182]
                0.00    0.00       9/3084        wxControlBase::wxControlBase() [165]
                0.00    0.00      10/3084        wxGetWindowClass(HWND__*) [1864]
                0.00    0.00      11/3084        wxWindowBase::wxWindowBase() [5604]
                0.00    0.00      12/3084        wxDirItemData::wxDirItemData(wxString const&, wxString const&, bool) [5764]
                0.00    0.00      12/3084        wxFileName::SetPath(wxString const&, wxPathFormat) [3033]
                0.00    0.00      12/3084        wxFileName::Assign(wxString const&, wxPathFormat) [3021]
                0.00    0.00      12/3084        wxStringTokenizer::wxStringTokenizer(wxString const&, wxString const&, wxStringTokenizerMode) [8558]
                0.00    0.00      12/3084        wxImageHandler::wxImageHandler() [6498]
                0.00    0.00      14/3084        wxStripMenuCodes(wxString const&, int) [1876]
                0.00    0.00      14/3084        wxTextMeasureBase::GetMultiLineTextExtent(wxString const&, int*, int*, int*) [8609]
                0.00    0.00      16/3084        wxTranslations::GetTranslatedString(wxString const&, unsigned int, wxString const&) const [17795]
                0.00    0.00      18/3084        wxFileName::wxFileName(wxString const&, wxString const&, wxPathFormat) [3047]
                0.00    0.00      26/3084        wxFSVolumeBase::wxFSVolumeBase(wxString const&) [6415]
                0.00    0.00      27/3084        wxString::DoFormatWchar(wchar_t const*, ...) [14841]
                0.00    0.00      31/3084        wxFileName::SplitPath(wxString const&, wxString*, wxString*, wxString*, wxPathFormat) [3044]
                0.00    0.00      33/3084        wxStringTokenizer::GetNextToken() [8554]
                0.00    0.00      46/3084        wxFileName::SplitPath(wxString const&, wxString*, wxString*, wxString*, wxString*, bool*, wxPathFormat) [3046]
                0.00    0.00      48/3084        wxFileName::Assign(wxString const&, wxString const&, wxPathFormat) [3022]
                0.00    0.00      50/3084        operator+(wchar_t const*, wxString const&) [24914]
                0.00    0.00      50/3084        wxSystemOptions::GetOption(wxString const&) [7465]
                0.00    0.00      55/3084        wxFileName::GetVolumeSeparator(wxPathFormat) [3013]
                0.00    0.00      56/3084        wxTreeEvent::wxTreeEvent(int, wxTreeCtrlBase*, wxTreeItemId const&) [4384]
                0.00    0.00     111/3084        wxFileName::GetPathSeparators(wxPathFormat) [3005]
                0.00    0.00     118/3084        wxPrintPaperType::wxPrintPaperType(wxPaperSize, int, wxString const&, int, int) [8056]
                0.00    0.00     132/3084        wxString::BeforeLast(wxUniChar, wxString*) const [21034]
                0.00    0.00     132/3084        wxLogger::wxLogger(unsigned long, char const*, int, char const*, char const*) [93]
                0.00    0.00     590/3084        wxUpdateUIEvent::wxUpdateUIEvent(int) [7545]
                0.00    0.00     624/3084        wxArrayString::Grow(unsigned int) [5669]
                0.00    0.00     669/3084        wxEventBasicPayloadMixin::wxEventBasicPayloadMixin() [10922]
[18]     0.0    0.00    0.00    3084         wxString::wxString() [18]
                0.00    0.00    3084/5527        wxString::ConvertedBuffer<char>::ConvertedBuffer() [12]
-----------------------------------------------
                0.00    0.00    1386/3077        wxScopedCharTypeBuffer<wchar_t>::data() [10666]
                0.00    0.00    1691/3077        wxScopedCharTypeBuffer<wchar_t>::data() const [34]
[19]     0.0    0.00    0.00    3077         wxScopedCharTypeBuffer<wchar_t>::Data::Get() const [19]
-----------------------------------------------
                0.00    0.00    2994/2994        wxEvtHandler::TryBefore(wxEvent&) [4999]
[20]     0.0    0.00    0.00    2994         wxEvtHandler::TryValidator(wxEvent&) [20]
-----------------------------------------------
                0.00    0.00       6/2678        wxString::append(char const*) [14931]
                0.00    0.00      50/2678        wxCharTypeBuffer<wchar_t> wxString::tchar_str<wchar_t>(unsigned int*, wchar_t*) const [21134]
                0.00    0.00     172/2678        wxFormatString::AsWChar() [6443]
                0.00    0.00     300/2678        wxString::operator=(char const*) [70]
                0.00    0.00     344/2678        wxFormatString::~wxFormatString() [83]
                0.00    0.00     398/2678        wxString::wxString(char const*) [69]
                0.00    0.00     704/2678        wxString::ConvertStr(char const*, unsigned int, wxMBConv const&) [14836]
                0.00    0.00     704/2678        wxString::SubstrBufFromType<wxScopedCharTypeBuffer<wchar_t> >::~SubstrBufFromType() [48]
[21]     0.0    0.00    0.00    2678         wxScopedCharTypeBuffer<wchar_t>::~wxScopedCharTypeBuffer() [21]
                0.00    0.00    2678/5164        wxScopedCharTypeBuffer<wchar_t>::DecRef() [15]
-----------------------------------------------
                0.00    0.00       1/2617        wxMask::~wxMask() [12004]
                0.00    0.00       1/2617        wxToolTip::~wxToolTip() [15926]
                0.00    0.00       1/2617        wxImageList::~wxImageList() [4001]
                0.00    0.00       1/2617        wxHashTableBase::~wxHashTableBase() [7251]
                0.00    0.00       1/2617        wxFileSystemHandler::~wxFileSystemHandler() [9346]
                0.00    0.00       1/2617        wxDialogLayoutAdapter::~wxDialogLayoutAdapter() [10233]
                0.00    0.00       2/2617        wxFileIconEntry::~wxFileIconEntry() [7218]
                0.00    0.00       3/2617        wxSizer::~wxSizer() [12279]
                0.00    0.00       3/2617        wxArtProvider::~wxArtProvider() [5727]
                0.00    0.00       5/2617        wxStreamBase::~wxStreamBase() [5381]
                0.00    0.00       5/2617        wxGDIImageHandler::~wxGDIImageHandler() [8381]
                0.00    0.00      10/2617        wxSizerItem::~wxSizerItem() [4296]
                0.00    0.00      11/2617        wxAcceleratorTable::~wxAcceleratorTable() [8713]
                0.00    0.00      12/2617        wxEvtHandler::~wxEvtHandler() [5002]
                0.00    0.00      12/2617        wxImageHandler::~wxImageHandler() [6501]
                0.00    0.00      12/2617        wxStringTokenizer::~wxStringTokenizer() [8560]
                0.00    0.00      31/2617        wxModule::~wxModule() [14758]
                0.00    0.00      35/2617        wxImage::~wxImage() [122]
                0.00    0.00      36/2617        wxDCImpl::~wxDCImpl() [14605]
                0.00    0.00      36/2617        wxDC::~wxDC() [11595]
                0.00    0.00     118/2617        wxPrintPaperType::~wxPrintPaperType() [8058]
                0.00    0.00     427/2617        wxColourBase::~wxColourBase() [64]
                0.00    0.00     770/2617        wxGDIObject::~wxGDIObject() [45]
                0.00    0.00    1083/2617        wxEvent::~wxEvent() [12100]
[22]     0.0    0.00    0.00    2617         wxObject::~wxObject() [22]
-----------------------------------------------
                0.00    0.00       3/2529        wxFindFileInPath(wxString*, wxString const&, wxString const&) [1857]
                0.00    0.00       3/2529        wxString::find(wxUniChar, unsigned int) const [21074]
                0.00    0.00      18/2529        wxEndsWithPathSeparator(wxString const&) [2068]
                0.00    0.00      27/2529        wxStringTokenizer::GetNextToken() [8554]
                0.00    0.00      28/2529        wxTextMeasure::DoGetTextExtent(wxString const&, int*, int*, int*, int*) [6062]
                0.00    0.00      38/2529        wxUniCharRef::operator wchar_t() const [17164]
                0.00    0.00      39/2529        find_first_not_of(wchar_t const*, unsigned int, wxString::const_iterator const&, wxString::const_iterator const&) [2637]
                0.00    0.00      40/2529        wxString::find_first_of(wxUniChar, unsigned int) const [21041]
                0.00    0.00      46/2529        wxCmdLineParser::ConvertStringToArgs(wxString const&, wxCmdLineSplitType) [7053]
                0.00    0.00      55/2529        wxString::operator=(wxUniChar) [15002]
                0.00    0.00      88/2529        wxCRT_StricmpW(wchar_t const*, wchar_t const*) [1765]
                0.00    0.00      88/2529        wxTolower(wxUniChar const&) [2508]
                0.00    0.00     104/2529        wxStripMenuCodes(wxString const&, int) [1876]
                0.00    0.00     178/2529        wxString::find_last_of(wxUniChar, unsigned int) const [82]
                0.00    0.00     236/2529        wxString::append(unsigned int, wxUniChar) [14936]
                0.00    0.00     379/2529        wxSplit(wxString const&, wchar_t, wchar_t) [2335]
                0.00    0.00     463/2529        find_first_of(wchar_t const*, unsigned int, wxString::const_iterator const&, wxString::const_iterator const&) [2570]
                0.00    0.00     696/2529        wxString::operator+=(wxUniChar) [15021]
[23]     0.0    0.00    0.00    2529         wxUniChar::operator wchar_t() const [23]
-----------------------------------------------
                0.00    0.00    2305/2305        wxEvtHandler::TryAfter(wxEvent&) [4997]
[24]     0.0    0.00    0.00    2305         wxEvtHandler::TryParent(wxEvent&) [24]
-----------------------------------------------
                0.00    0.00       1/2183        wxToolTip::wxToolTip(wxString const&) [15924]
                0.00    0.00       1/2183        wxHashTableBase::wxHashTableBase() [7248]
                0.00    0.00       1/2183        wxImageList::wxImageList(int, int, bool, int) [3998]
                0.00    0.00       1/2183        wxFileSystemHandler::wxFileSystemHandler() [9343]
                0.00    0.00       1/2183        wxDialogLayoutAdapter::wxDialogLayoutAdapter() [10230]
                0.00    0.00       1/2183        wxMask::wxMask(HBITMAP__*) [11997]
                0.00    0.00       1/2183        wxImage::wxImage(char const* const*) [12210]
                0.00    0.00       1/2183        wxImage::wxImage(wxString const&, wxBitmapType, int) [252]
                0.00    0.00       2/2183        wxSizerItem::wxSizerItem(wxSizer*, int, int, int, wxObject*) [4292]
                0.00    0.00       2/2183        wxFileIconEntry::wxFileIconEntry(int) [7216]
                0.00    0.00       2/2183        wxImage::wxImage() [12214]
                0.00    0.00       3/2183        wxArtProvider::wxArtProvider() [5725]
                0.00    0.00       3/2183        wxImage::wxImage(wxInputStream&, wxBitmapType, int) [12211]
                0.00    0.00       3/2183        wxSizer::wxSizer() [193]
                0.00    0.00       5/2183        wxStreamBase::wxStreamBase() [5379]
                0.00    0.00       5/2183        wxGDIImageHandler::wxGDIImageHandler(wxString const&, wxString const&, wxBitmapType) [8377]
                0.00    0.00       8/2183        wxSizerItem::wxSizerItem(wxWindow*, int, int, int, wxObject*) [4293]
                0.00    0.00       9/2183        wxImage::wxImage(int, int, bool) [12213]
                0.00    0.00      11/2183        wxAcceleratorTable::wxAcceleratorTable() [8709]
                0.00    0.00      12/2183        wxEvtHandler::wxEvtHandler() [5000]
                0.00    0.00      12/2183        wxStringTokenizer::wxStringTokenizer(wxString const&, wxString const&, wxStringTokenizerMode) [8558]
                0.00    0.00      12/2183        wxImageHandler::wxImageHandler() [6498]
                0.00    0.00      31/2183        wxModule::wxModule() [14755]
                0.00    0.00      36/2183        wxDCImpl::wxDCImpl(wxDC*) [14603]
                0.00    0.00      36/2183        wxDC::wxDC(wxDCImpl*) [11592]
                0.00    0.00     118/2183        wxPrintPaperType::wxPrintPaperType(wxPaperSize, int, wxString const&, int, int) [8056]
                0.00    0.00     224/2183        wxColourBase::wxColourBase() [75]
                0.00    0.00     558/2183        wxGDIObject::wxGDIObject() [56]
                0.00    0.00    1083/2183        wxEvent::wxEvent(int, int) [12097]
[25]     0.0    0.00    0.00    2183         wxObject::wxObject() [25]
-----------------------------------------------
                0.00    0.00     704/2112        wxString::ConvertStr(char const*, unsigned int, wxMBConv const&) [14836]
                0.00    0.00     704/2112        wxString::SubstrBufFromType<wxScopedCharTypeBuffer<wchar_t> >::SubstrBufFromType(wxScopedCharTypeBuffer<wchar_t> const&, unsigned int) [14856]
                0.00    0.00     704/2112        wxString::ImplStr(char const*, wxMBConv const&) [49]
[26]     0.0    0.00    0.00    2112         wxScopedCharTypeBuffer<wchar_t>::wxScopedCharTypeBuffer(wxScopedCharTypeBuffer<wchar_t> const&) [26]
                0.00    0.00    2112/3246        wxScopedCharTypeBuffer<wchar_t>::IncRef() [17]
-----------------------------------------------
                0.00    0.00      52/2094        wxScopedCharTypeBuffer<char>::operator=(wxScopedCharTypeBuffer<char> const&) [10661]
                0.00    0.00     284/2094        wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [73]
                0.00    0.00    1758/2094        wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [33]
[27]     0.0    0.00    0.00    2094         wxScopedCharTypeBuffer<char>::DecRef() [27]
                0.00    0.00    2419/6159        wxScopedCharTypeBuffer<char>::GetNullData() [10]
                0.00    0.00     213/213         wxScopedCharTypeBuffer<char>::Data::~Data() [79]
-----------------------------------------------
                0.00    0.00       1/2084        wxWindowBase::InitDialog() [5441]
                0.00    0.00      11/2084        wxWindowBase::~wxWindowBase() [5606]
                0.00    0.00      11/2084        wxWindowBase::SendDestroyEvent() [5509]
                0.00    0.00     590/2084        wxWindowBase::UpdateWindowUI(long) [5494]
                0.00    0.00     623/2084        wxWindowBase::TryAfter(wxEvent&) [5593]
                0.00    0.00     848/2084        wxWindowBase::HandleWindowEvent(wxEvent&) const [17236]
[28]     0.0    0.00    0.00    2084         wxWindowBase::GetEventHandler() const [28]
-----------------------------------------------
                0.00    0.00       1/1772        operator+(wxString const&, wchar_t const*) [24920]
                0.00    0.00       1/1772        operator+(char const*, wxString const&) [24913]
                0.00    0.00       3/1772        (anonymous namespace)::wxGetVolumeString(wxString const&, wxPathFormat) [4753]
                0.00    0.00       6/1772        (anonymous namespace)::GetMsgCatalogSubdirs(wxString const&, wxString const&) [4585]
                0.00    0.00      12/1772        wxStringTokenizer::SetString(wxString const&, wxString const&, wxStringTokenizerMode) [8556]
                0.00    0.00      14/1772        wxStripMenuCodes(wxString const&, int) [1876]
                0.00    0.00      17/1772        wxTextMeasure::DoGetTextExtent(wxString const&, int*, int*, int*, int*) [6062]
                0.00    0.00      28/1772        wxFileName::SplitVolume(wxString const&, wxString*, wxString*, wxPathFormat) [2991]
                0.00    0.00      40/1772        DoStringPrintfV(wxString&, wxString const&, char*) [2596]
                0.00    0.00      50/1772        operator+(wchar_t const*, wxString const&) [24914]
                0.00    0.00      50/1772        wxPrivate::wxStringAsBufHelper<wchar_t>::Get(wxString const&, unsigned int*) [15720]
                0.00    0.00      52/1772        (anonymous namespace)::IsUNCPath(wxString const&, wxPathFormat) [4759]
                0.00    0.00      52/1772        wxFileName::IsMSWUniqueVolumeNamePath(wxString const&, wxPathFormat) [3017]
                0.00    0.00      60/1772        wxString::ToAscii() const [21104]
                0.00    0.00      68/1772        wxString::Left(unsigned int) const [21073]
                0.00    0.00      80/1772        wxString::Shrink() [14930]
                0.00    0.00      94/1772        wxString::Mid(unsigned int, unsigned int) const [21065]
                0.00    0.00    1144/1772        wxString::IsSameAs(wxString const&, bool) const [54]
[29]     0.0    0.00    0.00    1772         wxString::length() const [29]
-----------------------------------------------
                0.00    0.00      60/1758        wxString::ToAscii() const [21104]
                0.00    0.00     104/1758        wxMBConv::FromWChar(char*, unsigned int, wchar_t const*, unsigned int) const [20969]
                0.00    0.00    1594/1758        wxMBConv::ToWChar(wchar_t*, unsigned int, char const*, unsigned int) const [20968]
[30]     0.0    0.00    0.00    1758         wxCharBuffer::~wxCharBuffer() [30]
                0.00    0.00    1758/1758        wxCharTypeBuffer<char>::~wxCharTypeBuffer() [31]
-----------------------------------------------
                0.00    0.00    1758/1758        wxCharBuffer::~wxCharBuffer() [30]
[31]     0.0    0.00    0.00    1758         wxCharTypeBuffer<char>::~wxCharTypeBuffer() [31]
                0.00    0.00    1758/1758        wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [33]
-----------------------------------------------
                0.00    0.00     112/1758        wxCharTypeBuffer<char>::wxCharTypeBuffer(unsigned int) [7710]
                0.00    0.00    1646/1758        wxCharTypeBuffer<char>::wxCharTypeBuffer(char const*, unsigned int) [7707]
[32]     0.0    0.00    0.00    1758         wxScopedCharTypeBuffer<char>::wxScopedCharTypeBuffer() [32]
                0.00    0.00    1758/6159        wxScopedCharTypeBuffer<char>::GetNullData() [10]
-----------------------------------------------
                0.00    0.00    1758/1758        wxCharTypeBuffer<char>::~wxCharTypeBuffer() [31]
[33]     0.0    0.00    0.00    1758         wxScopedCharTypeBuffer<char>::~wxScopedCharTypeBuffer() [33]
                0.00    0.00    1758/2094        wxScopedCharTypeBuffer<char>::DecRef() [27]
-----------------------------------------------
                0.00    0.00      50/1691        wxScopedCharTypeBuffer<wchar_t>::MakeOwnedCopyOf(wxScopedCharTypeBuffer<wchar_t> const&) [10663]
                0.00    0.00     129/1691        wxFormatString::GetArgumentType(unsigned int) const [17616]
                0.00    0.00    1512/1691        wxScopedCharTypeBuffer<wchar_t>::operator wchar_t const*() const [38]
[34]     0.0    0.00    0.00    1691         wxScopedCharTypeBuffer<wchar_t>::data() const [34]
                0.00    0.00    1691/3077        wxScopedCharTypeBuffer<wchar_t>::Data::Get() const [19]
-----------------------------------------------
                0.00    0.00       1/1689        wxWindow::MSWUpdateUIState(int, int) [15328]
                0.00    0.00       1/1689        wxWindow::MSWGetParent() const [21188]
                0.00    0.00       1/1689        wxTopLevelWindowMSW::Show(bool) [9605]
                0.00    0.00       1/1689        wxTopLevelWindowMSW::IsIconized() const [18793]
                0.00    0.00       1/1689        wxTopLevelWindowMSW::OnActivate(wxActivateEvent&) [9583]
                0.00    0.00       1/1689        (anonymous namespace)::DrawXPBackground(wxAnyButton*, HDC__*, tagRECT&, unsigned int) [4486]
                0.00    0.00       1/1689        wxAnyButton::IsOwnerDrawn() const [16541]
                0.00    0.00       1/1689        wxAnyButton::MSWOnDraw(void**) [3770]
                0.00    0.00       1/1689        wxDialog::Show(bool) [14618]
                0.00    0.00       1/1689        wxWindowDCImpl::wxWindowDCImpl(wxDC*, wxWindow*) [6890]
                0.00    0.00       1/1689        wxToolTip::DoRemove(HWND__*) [15917]
                0.00    0.00       1/1689        wxToolTip::SetWindow(wxWindow*) [15922]
                0.00    0.00       1/1689        wxTreeCtrl::Create(wxWindow*, int, wxPoint const&, wxSize const&, long, wxValidator const&, wxString const&) [3709]
                0.00    0.00       1/1689        wxTreeCtrl::SetAnyImageList(wxImageList*, int) [3691]
                0.00    0.00       1/1689        wxTreeCtrl::SetBackgroundColour(wxColour const&) [3699]
                0.00    0.00       1/1689        wxTreeCtrl::SetForegroundColour(wxColour const&) [3700]
                0.00    0.00       1/1689        wxTreeCtrl::GetFirstChild(wxTreeItemId const&, void*&) const [16508]
                0.00    0.00       1/1689        wxTreeCtrl::DeleteAllItems() [3682]
                0.00    0.00       1/1689        wxTreeCtrl::UnselectAll() [3671]
                0.00    0.00       2/1689        wxWindow::SetFocus() [15380]
                0.00    0.00       2/1689        wxWindow::HandleMouseMove(int, int, unsigned int) [15313]
                0.00    0.00       2/1689        wxWindow::GenerateMouseLeave() [15337]
                0.00    0.00       2/1689        wxTopLevelWindowMSW::CreateDialog(void const*, wxString const&, wxPoint const&, wxSize const&) [9585]
                0.00    0.00       2/1689        wxTopLevelWindowMSW::DoShowWindow(int) [9586]
                0.00    0.00       2/1689        wxTopLevelWindowMSW::IsMaximized() const [18794]
                0.00    0.00       2/1689        wxTopLevelWindowMSW::DoSelectAndSetIcon(wxIconBundle const&, int, int, int) [9597]
                0.00    0.00       2/1689        wxAnyButton::MakeOwnerDrawn() [3763]
                0.00    0.00       2/1689        wxTextCtrl::MSWCreateText(wxString const&, wxPoint const&, wxSize const&) [3593]
                0.00    0.00       3/1689        wxWindow::MSWUpdateStyle(long, long) [15300]
                0.00    0.00       3/1689        wxButton::SetDefaultStyle(wxButton*, bool) [14498]
                0.00    0.00       3/1689        wxStaticText::DoSetLabel(wxString const&) [5366]
                0.00    0.00       3/1689        wxTextMeasure::BeginMeasuring() [6061]
                0.00    0.00       3/1689        wxTextMeasure::EndMeasuring() [6060]
                0.00    0.00       3/1689        wxToolTip::DoForAllWindows(void (wxToolTip::*)(HWND__*)) [15911]
                0.00    0.00       3/1689        wxUxThemeHandle::wxUxThemeHandle(wxWindow const*, wchar_t const*) [7552]
                0.00    0.00       4/1689        wxGetTextMetrics(wxWindow const*) [2621]
                0.00    0.00       5/1689        wxWindow::DoSetClientSize(int, int) [15308]
                0.00    0.00       5/1689        wxDisplayFactoryMSW::GetFromWindow(wxWindow const*) [9300]
                0.00    0.00       5/1689        wxTreeCtrl::DoSetItem(wxTreeViewItem*) [3720]
                0.00    0.00       5/1689        wxTreeCtrl::GetNextChild(wxTreeItemId const&, void*&) const [16504]
                0.00    0.00       5/1689        wxTreeCtrl::DoInsertAfter(wxTreeItemId const&, wxTreeItemId const&, wxString const&, int, int, wxTreeItemData*) [3678]
                0.00    0.00       6/1689        wxStaticText::SetLabel(wxString const&) [5370]
                0.00    0.00       8/1689        wxControl::MSWCreateControl(wchar_t const*, unsigned long, wxPoint const&, wxSize const&, wxString const&, unsigned long) [15533]
                0.00    0.00       9/1689        wxWindow::IsMouseInWindow() const [21202]
                0.00    0.00      10/1689        wxWindow::~wxWindow() [15388]
                0.00    0.00      10/1689        wxWindow::SetFont(wxFont const&) [15375]
                0.00    0.00      10/1689        wxRemoveHandleAssociation(wxWindow*) [2084]
                0.00    0.00      12/1689        wxStaticText::DoSetSize(int, int, int, int, int) [5371]
                0.00    0.00      12/1689        wxWindow::GetHandle() const [150]
                0.00    0.00      13/1689        wxWindow::Refresh(bool, wxRect const*) [15374]
                0.00    0.00      15/1689        wxClientDCImpl::wxClientDCImpl(wxDC*, wxWindow*) [6327]
                0.00    0.00      16/1689        wxWindow::GetLayoutDirection() const [21214]
                0.00    0.00      16/1689        wxMSWDCImpl::~wxMSWDCImpl() [4111]
                0.00    0.00      18/1689        wxWindow::BeginRepositioningChildren() [15362]
                0.00    0.00      19/1689        wxWindow::HandlePaint() [15255]
                0.00    0.00      31/1689        wxWindow::DoGetClientSize(int*, int*) const [21199]
                0.00    0.00      33/1689        wxTreeCtrl::DoGetItem(wxTreeViewItem*) const [16530]
                0.00    0.00      57/1689        wxWindow::DoGetPosition(int*, int*) const [21189]
                0.00    0.00      60/1689        wxTreeCtrl::MSWWindowProc(unsigned int, unsigned int, long) [3681]
                0.00    0.00      68/1689        wxWindow::DoGetSize(int*, int*) const [21222]
                0.00    0.00      70/1689        wxWindow::DoClientToScreen(int*, int*) const [21204]
                0.00    0.00      75/1689        wxWindow::MSWSafeIsDialogMessage(tagMSG*) [15357]
                0.00    0.00      95/1689        wxWindow::DoScreenToClient(int*, int*) const [21205]
                0.00    0.00     100/1689        wxGetWindowExStyle(wxWindow const*) [1940]
                0.00    0.00     134/1689        wxWindow::FindItemByHWND(HWND__*, bool) const [21193]
                0.00    0.00     705/1689        wxWindow::MSWDefWindowProc(unsigned int, unsigned int, long) [15324]
[35]     0.0    0.00    0.00    1689         wxWindow::GetHWND() const [35]
-----------------------------------------------
                0.00    0.00     213/1563        wxScopedCharTypeBuffer<char>::Data::Data(char*, unsigned int, wxPrivate::UntypedBufferData::Kind) [78]
                0.00    0.00    1350/1563        wxScopedCharTypeBuffer<wchar_t>::Data::Data(wchar_t*, unsigned int, wxPrivate::UntypedBufferData::Kind) [10665]
[36]     0.0    0.00    0.00    1563         wxPrivate::UntypedBufferData::UntypedBufferData(void*, unsigned int, wxPrivate::UntypedBufferData::Kind) [36]
-----------------------------------------------
                0.00    0.00     213/1563        wxScopedCharTypeBuffer<char>::Data::~Data() [79]
                0.00    0.00    1350/1563        wxScopedCharTypeBuffer<wchar_t>::Data::~Data() [41]
[37]     0.0    0.00    0.00    1563         wxPrivate::UntypedBufferData::~UntypedBufferData() [37]
-----------------------------------------------
                0.00    0.00       6/1512        wxString::append(char const*) [14931]
                0.00    0.00      33/1512        wxStringTokenizer::GetNextToken() [8554]
                0.00    0.00      44/1512        wxStrncpy(wchar_t*, char const*, unsigned int) [2494]
                0.00    0.00      45/1512        wxStringTokenizer::DoHasMoreTokens() const [18392]
                0.00    0.00     100/1512        wxStringTypeBufferBase<wchar_t>::wxStringTypeBufferBase(wxString&, unsigned int) [10701]
                0.00    0.00     104/1512        wxMBConv::FromWChar(char*, unsigned int, wchar_t const*, unsigned int) const [20969]
                0.00    0.00     138/1512        wxFormatString::GetArgumentType(unsigned int) const [17616]
                0.00    0.00     172/1512        wxFormatString::InputAsWChar() [6442]
                0.00    0.00     172/1512        wxFormatString::AsWChar() [6443]
                0.00    0.00     300/1512        wxString::operator=(char const*) [70]
                0.00    0.00     398/1512        wxString::wxString(char const*) [69]
[38]     0.0    0.00    0.00    1512         wxScopedCharTypeBuffer<wchar_t>::operator wchar_t const*() const [38]
                0.00    0.00    1512/1691        wxScopedCharTypeBuffer<wchar_t>::data() const [34]
-----------------------------------------------
